"configuration","problem","model","data_file","status","time","propagators","failures","intVariables","userDecisions","method","solutions","objectiveBound","flatTime","variables","optTime","trailMem","initTime","flatIntVars","propagations","randomSeed","oracleDecisions","flatBoolConstraints","evaluatedHalfReifiedConstraints","intVars","restarts","nogoods","paths","unifiedVariables","flatBoolVars","peakDepth","run","backjumps","baseMem","flatIntConstraints","nSolutions","extractedViews","blockType","objective","nodes","evaluatedReifiedConstraints","solveTime","boolVariables","peakMem"
"chuffed","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.6297149527817965","645","434","","","minimize","","","0.192009","5276","0.009","0.01","0.009","32","114664","44913912","","127","","33","3","434","0","","310","32","results_filter_new","213","0.0","333","3","","","15","735","310","0.017","5241","0.0"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","7.761710310354829","35","67794","51","267235","minimize","","","0.165863","","","","0.005966","52","940149","","0","","","","0","","0","0","","46","results_filter_new","","","36","7","1","complete","18","","","7.126656","",""
"chuffed","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.5732180858030915","1414","3921","","","minimize","","","0.220119","10674","0.005","0.02","0.018","50","879422","1133721361","","336","","50","1","3921","0","","672","35","results_filter_new","1684","0.0","733","1","","","28","5640","672","0.089","10622","0.0"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","7.414455005899072","35","66081","51","257161","minimize","","","0.164318","","","","0.005946","52","904168","","0","","","","0","","0","0","","46","results_filter_new","","","36","5","1","complete","18","","","7.012979","",""
"chuffed","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4140291167423129","177","7","","","minimize","","","0.175091","3424","0.003","0.0","0.005","28","967","-2109655496","","20","","27","1","7","0","","80","20","results_filter_new","22","0.0","93","1","","","6","49","80","0.003","3395","0.0"
"cp-sat","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.7261138362810016","","25","","","minimize","","11","0.207463","","","","","48","290","","","","","","","","0","","","","results_filter_new","","","26","1","","","11","","","0.008458","70",""
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","64.61335681006312","67","337027","49","341529","minimize","","","0.26708","","","","0.007471","73","2291620","","0","","","","0","","0","0","","55","results_filter_new","","","75","1","8","complete","32","","","63.402389","",""
"cp-sat","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.4748110957443714","","1","","","minimize","","34","0.170829","","","","","33","206","","","","","","","","0","","","","results_filter_new","","","37","1","","","34","","","0.008222","28",""
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","67.25677781645209","67","334746","65","338625","minimize","","","0.167167","","","","0.007444","73","2260729","","0","","","","0","","0","0","","60","results_filter_new","","","75","1","8","complete","32","","","66.849069","",""
"Huub_user_decomp","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4417746579274535","89","13","18","43","minimize","","","0.173299","","","","0.006151","26","728","","91","20","80","","0","","0","0","80","111","results_filter_new","","","92","1","3","complete","6","","","0.00377","",""
"cp-sat","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.5351452995091677","","1894","","","minimize","","18","0.167984","","","","","49","136541","","","","","","","","0","","","","results_filter_new","","","37","4","","","18","","","0.093297","178",""
"Huub_user_basic","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","39.34700544551015","35","240105","34","1477291","minimize","","","0.168561","","","","0.005886","52","6721052","","0","","","","0","","0","0","","43","results_filter_new","","","36","11","1","complete","19","","","38.930412","",""
"gecode","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","0.5052640633657575","79","2087","","","minimize","2","","0.169461","105","","","0.000918","105","30651","","","","","","0","","0","","","96","results_filter_new","","","75","2","","","10","4267","","0.035222","",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5697247348725796","33","1370","45","5543","minimize","","","0.177439","","","","0.005883","49","28925","","0","","","","0","","0","0","","42","results_filter_new","","","37","3","4","complete","16","","","0.139774","",""
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.2631535055116","67","4239771","97","15123822","minimize","","","0.18296","","","","0.007884","105","44709135","","0","","","","0","","0","0","","83","results_filter_new","","","75","3","8","complete","11","","","1199.808745","",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.6429672352969646","33","5429","45","8413","minimize","","","0.170589","","","","0.00594","61","19897","","0","","","","0","","0","0","","47","results_filter_new","","","37","2","4","complete","11","","","0.226559","",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.4654852030798793","49","19","69","180","minimize","","","0.165365","","","","0.006228","77","772","","0","","","","0","","0","0","","67","results_filter_new","","","57","2","8","complete","17","","","0.017144","",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.403704053722322","11","7","18","32","minimize","","","0.166975","","","","0.004777","26","95","","0","","","","0","","0","0","","20","results_filter_new","","","14","1","3","complete","4","","","0.00366","",""
"cp-sat","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.7158428886905313","","0","","","minimize","","15","0.237358","","","","","33","829","","","","","","","","0","","","","results_filter_new","","","26","3","","","15","","","0.01229","32",""
"Huub_user_m+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.6549588497728109","11","7","18","32","minimize","","","0.169211","","","","0.005701","26","95","","0","","","","0","","0","0","","20","results_filter_new","","","14","1","3","complete","4","","","0.003738","",""
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","56.02438178751618","35","237797","34","238341","minimize","","","0.168236","","","","0.006782","35","1567429","","0","","","","0","","0","0","","34","results_filter_new","","","36","6","1","complete","35","","","55.525834","",""
"cp-sat","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.5908290985971689","","0","","","minimize","","15","0.192346","","","","","33","776","","","","","","","","0","","","","results_filter_new","","","26","3","","","15","","","0.012342","32",""
"Huub_user_m+o","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","1.4003304168581963","33","9982","29","32278","minimize","","","0.168101","","","","0.005837","49","197210","","0","","","","0","","0","0","","37","results_filter_new","","","37","4","4","complete","18","","","0.755028","",""
"gecode","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","9.071015219204128","29","1986186","","","minimize","3","","0.168856","63","","","0.0006","33","22885407","","","","","","0","","0","","","31","results_filter_new","","","26","3","","","15","3972395","","8.50081","",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","1.3654096787795424","33","10028","29","33582","minimize","","","0.181289","","","","0.007005","49","205355","","0","","","","0","","0","0","","37","results_filter_new","","","37","4","4","complete","18","","","0.845528","",""
"cp-sat","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9981220094487071","","16","","","minimize","","10","0.220166","","","","","48","155","","","","","","","","0","","","","results_filter_new","","","26","1","","","10","","","0.029271","58",""
"Huub_user_decomp","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.7828997550532222","89","7","18","32","minimize","","","0.179278","","","","0.007329","26","607","","91","20","80","","0","","0","0","80","111","results_filter_new","","","92","1","3","complete","4","","","0.004116","",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.4396031377837062","49","5","35","110","minimize","","","0.174637","","","","0.00621","69","856","","0","","","","0","","0","0","","54","results_filter_new","","","57","2","8","complete","21","","","0.013266","",""
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","66.7552177971229","67","334746","65","338625","minimize","","","0.174695","","","","0.008773","73","2260729","","0","","","","0","","0","0","","60","results_filter_new","","","75","1","8","complete","32","","","65.967727","",""
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.8316908460110426","25","486","32","2299","minimize","","","0.171292","","","","0.006839","48","5746","","0","","","","0","","0","0","","39","results_filter_new","","","26","3","1","complete","10","","","0.052191","",""
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.7146079353988171","787","5794","34","16831","minimize","","","0.205167","","","","0.013752","52","1114072","","1041","241","754","","0","","0","0","754","130","results_filter_new","","","788","12","1","complete","19","","","0.260871","",""
"gecode","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9405505927279592","30","28","","","minimize","1","","0.22082","48","","","0.000607","48","441","","","","","","0","","0","","","53","results_filter_new","","","26","1","","","10","75","","0.004695","",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.6185135515406728","49","2760","35","2954","minimize","","","0.167707","","","","0.005992","51","22782","","0","","","","0","","0","0","","40","results_filter_new","","","57","1","8","complete","28","","","0.219038","",""
"chuffed","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.8235243558883667","1482","523","","","minimize","","","0.260654","8094","0.022","0.02","0.015","64","165821","-1299935913","","180","","63","2","523","0","","720","47","results_filter_new","3320","0.0","757","2","","","11","3937","720","0.022","8029","0.0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","7.28521400783211","35","63263","51","250746","minimize","","","0.163675","","","","0.007166","52","880336","","0","","","","0","","0","0","","46","results_filter_new","","","36","8","1","complete","18","","","6.887106","",""
"Huub_user_m+s","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","1.3834312530234456","49","113","35","903","minimize","","","0.27289","","","","0.007347","77","3055","","0","","","","0","","0","0","","57","results_filter_new","","","57","3","8","complete","18","","","0.049736","",""
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.8240386573597789","25","389","24","2436","minimize","","","0.183578","","","","0.005864","48","6778","","0","","","","0","","0","0","","39","results_filter_new","","","26","4","1","complete","11","","","0.054953","",""
"chuffed","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.9649291587993503","1242","496","","","minimize","","","0.210203","7874","0.03","0.02","0.014","52","277021","-1293527681","","180","","52","4","496","0","","600","41","results_filter_new","3175","0.0","637","4","","","16","3816","600","0.031","7820","0.0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.3472240678966","67","4128976","49","4220520","minimize","","","0.169098","","","","0.008248","57","43411547","","0","","","","0","","0","0","","49","results_filter_new","","","75","1","8","complete","34","","","1199.834246","",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.45781679544597864","25","529","32","2371","minimize","","","0.169205","","","","0.005573","48","6013","","0","","","","0","","0","0","","39","results_filter_new","","","26","3","1","complete","10","","","0.055338","",""
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.49556227307766676","25","621","32","739","minimize","","","0.172535","","","","0.005557","33","6034","","0","","","","0","","0","0","","32","results_filter_new","","","26","3","1","complete","15","","","0.029895","",""
"chuffed","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.7727995850146","4936","11778733","","","minimize","","","0.304782","15662","0.441","0.05","0.042","112","6023250634","-1053952148","","606","","111","1","11778733","0","","2424","83","results_filter_new","11064572","0.0","2503","1","","","14","22843417","2424","1199.691","15549","0.0"
"cp-sat","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","0.777637436054647","","5","","","minimize","","32","0.175868","","","","","73","675","","","","","","","","0","","","","results_filter_new","","","75","1","","","32","","","0.033702","64",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.39862219989299774","11","7","18","32","minimize","","","0.16372","","","","0.004627","26","96","","0","","","","0","","0","0","","20","results_filter_new","","","14","1","3","complete","4","","","0.003626","",""
"Huub_user_m+o","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.5426779640838504","49","5","35","110","minimize","","","0.191573","","","","0.007054","69","856","","0","","","","0","","0","0","","54","results_filter_new","","","57","2","8","complete","21","","","0.012886","",""
"cp-sat","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","0.7351223202422261","","13","","","minimize","","32","0.178079","","","","","73","1042","","","","","","","","0","","","","results_filter_new","","","75","1","","","32","","","0.015384","76",""
"gecode","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.8422974953427911","61","16","","","minimize","2","","0.193937","77","","","0.012703","77","622","","","","","","0","","0","","","67","results_filter_new","","","57","2","","","17","106","","0.014785","",""
"cp-sat","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5232818471267819","","17","","","minimize","","18","0.173014","","","","","77","2520","","","","","","","","0","","","","results_filter_new","","","57","3","","","18","","","0.019095","85",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","63.85604266356677","67","333057","65","337150","minimize","","","0.277478","","","","0.008319","73","2259406","","0","","","","0","","0","0","","60","results_filter_new","","","75","1","8","complete","32","","","62.758799","",""
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.7510064365342259","25","529","32","2371","minimize","","","0.185726","","","","0.006583","48","5874","","0","","","","0","","0","0","","39","results_filter_new","","","26","3","1","complete","10","","","0.053728","",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.4307874757796526","25","621","32","739","minimize","","","0.166671","","","","0.005414","33","5791","","0","","","","0","","0","0","","32","results_filter_new","","","26","3","1","complete","15","","","0.033891","",""
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","66.4339712606743","67","332378","49","337078","minimize","","","0.185285","","","","0.010502","73","2266676","","0","","","","0","","0","0","","55","results_filter_new","","","75","1","8","complete","32","","","65.652781","",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.2256943779066","67","3165053","97","13590397","minimize","","","0.161877","","","","0.007571","105","36751968","","0","","","","0","","0","0","","87","results_filter_new","","","75","4","8","complete","10","","","1199.829829","",""
"Huub_user_diffn","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.43716239370405674","11","7","18","32","minimize","","","0.176944","","","","0.004737","26","95","","0","","","","0","","0","0","","20","results_filter_new","","","14","1","3","complete","4","","","0.003638","",""
"gecode","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.0552256694063544","39","4","","","minimize","1","","0.196069","89","","","0.015399","33","562","","","","","","0","","0","","","28","results_filter_new","","","37","1","","","34","29","","0.025995","",""
"Huub_user_basic","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.7421345692127943","33","6036","45","9297","minimize","","","0.175807","","","","0.006367","61","21818","","0","","","","0","","0","0","","47","results_filter_new","","","37","2","4","complete","11","","","0.228458","",""
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","1.2528428873047233","787","8086","51","26912","minimize","","","0.226363","","","","0.015516","52","1353296","","1037","241","754","","0","","0","0","754","175","results_filter_new","","","788","8","1","complete","18","","","0.396175","",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.4627377754077315","33","6371","29","6841","minimize","","","0.286089","","","","0.006616","33","59851","","0","","","","0","","0","0","","29","results_filter_new","","","37","1","4","complete","34","","","0.335835","",""
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","48.29428737424314","1521","328893","49","333227","minimize","","","0.257645","","","","0.026745","73","49052721","","1530","608","1456","","0","","0","0","1456","1585","results_filter_new","","","1529","1","8","complete","32","","","47.444617","",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.5413403417915","67","6997866","65","10272742","minimize","","","0.174765","","","","0.008846","105","52912950","","0","","","","0","","0","0","","76","results_filter_new","","","75","2","8","complete","16","","","1199.820389","",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.257698780857","67","4046095","49","4133446","minimize","","","0.167489","","","","0.008571","57","43568795","","0","","","","0","","0","0","","49","results_filter_new","","","75","1","8","complete","34","","","1199.838686","",""
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","21.127123932354152","515","207915","34","208358","minimize","","","0.212704","","","","0.012635","35","18741349","","2892","241","482","","0","","0","0","482","516","results_filter_new","","","516","6","1","complete","35","","","20.644473","",""
"chuffed","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","79.76271548867226","999","835934","","","minimize","","","0.245444","7424","0.005","0.02","0.012","34","686050958","-1178747589","","241","","35","1","835934","0","","482","34","results_filter_new","26685","0.0","515","1","","","35","862653","482","79.144","7387","0.0"
"cp-sat","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.8247875338420272","","16","","","minimize","","11","0.177852","","","","","61","506","","","","","","","","0","","","","results_filter_new","","","37","2","","","11","","","0.012104","88",""
"cp-sat","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.5782447503879666","","0","","","minimize","","18","0.174494","","","","","25","110","","","","","","","","0","","","","results_filter_new","","","26","1","","","18","","","0.007274","23",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.2585138175637","67","3360402","97","13056224","minimize","","","0.16533","","","","0.0076","105","49797568","","0","","","","0","","0","0","","83","results_filter_new","","","75","3","8","complete","14","","","1199.828852","",""
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_2_2.dzn","SATISFIED","1201.6374979168177","67","","49","","minimize","","","0.170554","","","","0.009952","105","","","","","","","","","0","0","","","results_filter_new","","","75","5","8","init","18","","","","",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4105850709602237","11","14","18","44","minimize","","","0.166094","","","","0.004755","26","134","","0","","","","0","","0","0","","20","results_filter_new","","","14","1","3","complete","6","","","0.003846","",""
"cp-sat","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.66596963536","","54","","","minimize","","7","0.178956","","","","","105","567","","","","","","","","0","","","","results_filter_new","","","75","1","","","14","","","0.031998","136",""
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.2351214122027","67","3996840","97","15122810","minimize","","","0.168072","","","","0.008246","105","46701991","","0","","","","0","","0","0","","83","results_filter_new","","","75","3","8","complete","11","","","1199.821456","",""
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.4824385056272149","25","529","32","2371","minimize","","","0.181323","","","","0.00571","48","5874","","0","","","","0","","0","0","","39","results_filter_new","","","26","3","1","complete","10","","","0.054362","",""
"chuffed","","../filters/filter.mzn","../filters/dct_1_3.dzn","SATISFIED","1200.3801991706714","2992","18843725","","","minimize","","","0.277264","14438","0.019","0.05","0.029","80","7457773531","1455496111","","606","","80","1","18843725","0","","1452","61","results_filter_new","584579","0.0","1531","1","","","32","19428394","1452","1199.72","14356","0.0"
"gecode","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.39454504009336233","18","3","","","minimize","1","","0.167725","26","","","0.000481","26","90","","","","","","0","","0","","","19","results_filter_new","","","14","1","","","6","20","","0.003873","",""
"Huub_user_basic","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4573140200227499","25","389","24","2436","minimize","","","0.167766","","","","0.005642","48","6778","","0","","","","0","","0","0","","39","results_filter_new","","","26","4","1","complete","11","","","0.053072","",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.8309480780735612","25","363","24","2199","minimize","","","0.175741","","","","0.006617","48","6068","","0","","","","0","","0","0","","39","results_filter_new","","","26","3","1","complete","11","","","0.049329","",""
