"configuration","problem","model","data_file","status","time","propagators","error","restarts","flatBoolConstraints","unifiedVariables","trailMem","variables","userDecisions","run","eliminatedImplications","paths","propagations","baseMem","flatIntVars","flatTime","randomSeed","backjumps","peakDepth","extractedViews","intVariables","objective","evaluatedReifiedConstraints","flatBoolVars","optTime","method","peakMem","solveTime","nodes","nogoods","evaluatedHalfReifiedConstraints","objectiveBound","boolVariables","failures","blockType","nSolutions","oracleDecisions","intVars","solutions","initTime","flatIntConstraints"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","UNKNOWN","1204.3049118537456","","","","29500","","","","","results_prod_shelf_new","1000","0","","","6100","12.9424","","","","","","","7000","155000","","minimize","","","","","147000","","","","","0","","","","","157909"
"Huub_user_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","769.4203721024096","68144","","0","49000","0","","","0","results_prod_shelf_new","5000","0","48385365","","30200","5.33277","","","14175","35000","30197","S(30)","102200","83200","","minimize","","760.876853","","","","","","77642","complete","11","1857473","","","1.204475","79145"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","2.856495749205351","3028","","0","2250","0","","","0","results_prod_shelf_new","250","0","774966","","1550","0.309659","","","3486","1750","1547","S(9)","4550","3800","","minimize","","2.287031","","","","","","6576","complete","2","46877","","","0.055717","3779"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","2.652091532945633","2917","","0","2200","0","","","0","results_prod_shelf_new","250","0","493317","","1550","0.323836","","","3780","1750","1547","S(10)","4410","3710","","minimize","","1.768785","","","","","","2529","complete","1","47513","","","0.061967","3718"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","65.61773193534464","304291","","15","33500","","0.63","637580","","results_prod_shelf_new","1000","0","200299797","0.0","6099","13.1107","2066483828","648292","7554","","","6","159600","159800","46.047","minimize","0.0","46.199","760396","10640","","","631479","10640","","15","","6099","","2.941","161090"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","ERROR","223.79505202639848","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","272500","","","","","results_prod_shelf_new","5000","0","","","30200","133.472","","","","","","","35000","1525000","","minimize","","","","","1485000","","","","","0","","","","","1539954"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","UNKNOWN","1231.7594706034288","","","","295000","","","","","results_prod_shelf_new","5000","0","","","30200","134.166","","","","","","","66500","1552000","","minimize","","","","","1485000","","","","","0","","","","","1557789"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","1.0640981197357178","3250","","0","2350","0","","","0","results_prod_shelf_new","250","0","237840","","1550","0.302061","","","2983","1750","1547","S(6)","4830","3980","","minimize","","0.519046","","","","","","1868","complete","5","21172","","","0.056219","3901"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","UNKNOWN","1204.8276411974803","","","","29500","","","","","results_prod_shelf_new","1000","0","","","6100","12.6977","","","","","","","7000","155000","","minimize","","","","","147000","","","","","0","","","","","158004"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","3.454950080253184","3028","","0","2250","0","","","0","results_prod_shelf_new","250","0","1007311","","1550","0.309564","","","3377","1750","1547","S(9)","4550","3800","","minimize","","2.881241","","","","","","9196","complete","2","66101","","","0.058172","3779"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","UNKNOWN","1200.6953818788752","24265","","0","4250","","","21550","","results_prod_shelf_new","250","0","2249950633","","1550","1.49132","","","394","","","","1750","20000","","minimize","","1198.51","6370128","","18000","","","3184885","","0","","","0","0.185348","20772"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","UNKNOWN","1200.642181663774","23367","","0","4250","","","21550","","results_prod_shelf_new","250","0","1842594187","","1550","1.57704","","","488","","","","1750","20000","","minimize","","1198.42","2497011","","18000","","","1248270","","0","","","0","0.202122","20745"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","UNKNOWN","1202.0604609018192","68144","","0","49000","0","","","0","results_prod_shelf_new","5000","0","199311257","","30200","5.08647","","","3188","35000","30197","","102200","83200","","minimize","","1193.766999","","","","","","6421","complete","0","2577222","","","1.203414","79145"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","1.0824756706133485","3250","","0","2350","0","","","0","results_prod_shelf_new","250","0","240229","","1550","0.316566","","","3024","1750","1547","S(6)","4830","3980","","minimize","","0.501542","","","","","","1184","complete","5","22185","","","0.058745","3901"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","3.189576373435557","38505","","1","5200","","0.12","61130","","results_prod_shelf_new","250","0","5812172","0.0","1549","1.54337","399937933","37417","1278","","","10","21080","21140","0.614","minimize","0.0","0.832","40620","1948","","","59579","1948","","1","","1549","","0.328","21494"
"Huub_user_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","UNKNOWN","1201.110197803937","30098","","0","21750","0","","","0","results_prod_shelf_new","2250","0","128408821","","13650","2.49496","","","6924","15750","13647","","45150","36900","","minimize","","1196.924168","","","","","","80540","complete","0","3576125","","","0.615565","35349"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1211.4322935137898","","","","104250","","","","","results_prod_shelf_new","2250","0","","","13649","45.6582","","","","","","S(18)","528900","529200","","minimize","","","","","","","","","","13","","","","","531890"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","SATISFIED","1202.1349448496476","67593","","0","48750","0","","","0","results_prod_shelf_new","5000","0","53064850","","30200","5.50962","","","25577","35000","30197","S(18)","101500","82750","","minimize","","1193.185061","","","","","","64728","complete","2","2357888","","","1.374095","78844"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","123.94137843698263","13284","","0","9600","0","","","0","results_prod_shelf_new","1000","0","20077738","","6100","1.18626","","","2531","7000","6097","S(20)","19880","16280","","minimize","","121.708667","","","","","","143656","complete","1","460589","","","0.226931","15685"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","ERROR","219.81409186311066","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","272500","","","","","results_prod_shelf_new","5000","0","","","30200","134.84","","","","","","","35000","1525000","","minimize","","","","","1485000","","","","","0","","","","","1540003"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","UNKNOWN","1231.1534860422835","","","","296500","","","","","results_prod_shelf_new","5000","0","","","30200","141.294","","","","","","","68600","1553800","","minimize","","","","","1485000","","","","","0","","","","","1559295"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.2646809136495","64838","","0","47500","0","","","0","results_prod_shelf_new","5000","0","30973205","","30200","5.28928","","","47896","35000","30197","S(16)","98000","80500","","minimize","","1193.2054","","","","","","33776","complete","1","2173896","","","1.651327","77339"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","ERROR","111.45807601045817","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","94500","","","","","results_prod_shelf_new","2250","0","","","13650","45.6467","","","","","","","15750","517500","","minimize","","","","","499500","","","","","0","","","","","524341"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1210.501735886559","","","","104250","","","","","results_prod_shelf_new","2250","0","51515848","","13650","45.9142","","","","","","S(30)","29400","529200","","minimize","","782.785","","","499500","2","524307","13256","","1","","","","","531964"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","92.24183263536543","13284","","0","9600","0","","","0","results_prod_shelf_new","1000","0","22714621","","6100","1.07331","","","2214","7000","6097","S(20)","19880","16280","","minimize","","90.454305","","","","","","155384","complete","1","520012","","","0.227867","15685"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","5.89762469381094","35776","","5","5010","","0.12","50926","","results_prod_shelf_new","240","0","34107003","0.0","1487","1.525","1770957935","49518","1079","","","5","19710","19740","1.242","minimize","0.0","3.499","94156","39621","","","49437","39621","","5","","1487","","0.302","20055"
"Huub_user_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","SATISFIED","1200.4817483471707","13063","","0","9500","0","","","0","results_prod_shelf_new","1000","0","112840822","","6100","1.09558","","","14602","7000","6097","S(16)","19600","16100","","minimize","","1198.645457","","","","","","39169","complete","5","9275476","","","0.269167","15564"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","SATISFIED","1201.04593294207","31091","","0","22200","0","","","0","results_prod_shelf_new","2250","0","179369839","","13650","2.30574","","","6541","15750","13647","S(15)","46410","37710","","minimize","","1197.189861","","","","","","585053","complete","6","2985783","","","0.567152","35892"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","235.74045324977487","13063","","0","9500","0","","","0","results_prod_shelf_new","1000","0","24855181","","6100","1.04111","","","14428","7000","6097","S(8)","19600","16100","","minimize","","233.97941","","","","","","75841","complete","5","1666955","","","0.260639","15564"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","UNKNOWN","1202.0044121462852","64838","","0","47500","0","","","0","results_prod_shelf_new","5000","0","33722789","","30200","5.02016","","","43832","35000","30197","","98000","80500","","minimize","","1193.531083","","","","","","10560","complete","0","1422799","","","1.570228","77339"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","UNKNOWN","1200.4655278855935","13063","","0","9500","0","","","0","results_prod_shelf_new","1000","0","170326435","","6100","1.05363","","","5316","7000","6097","","19600","16100","","minimize","","1198.688912","","","","","","608215","complete","0","7823850","","","0.269917","15564"
"Huub_user_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","162.6239716866985","3107","","0","2250","0","","","0","results_prod_shelf_new","240","0","76005374","","1488","0.404547","","","3122","1680","1485","S(5)","4620","3810","","minimize","","161.53457","","","","","","681443","complete","4","1424471","","","0.064662","3738"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","UNKNOWN","1202.4368050573394","67593","","0","48750","0","","","0","results_prod_shelf_new","5000","0","30277942","","30200","5.67989","","","24857","35000","30197","","101500","82750","","minimize","","1193.032734","","","","","","24972","complete","0","1348730","","","1.379693","78844"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","546.3491008505225","","","","34000","","","","","results_prod_shelf_new","1000","0","72074710","","6100","13.2994","","","","","","8","13300","160400","","minimize","","526.548","","","147000","8","160621","19999","","13","","","","","161644"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","597.1061559338123","11958","","0","9000","0","","","0","results_prod_shelf_new","1000","0","28935282","","6100","1.14966","","","26468","7000","6097","S(6)","18200","15200","","minimize","","594.837826","","","","","","31061","complete","6","3364357","","","0.307138","14959"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","330.193347543478","13063","","0","9500","0","","","0","results_prod_shelf_new","1000","0","25403039","","6100","1.07344","","","14480","7000","6097","S(8)","19600","16100","","minimize","","328.43058","","","","","","65915","complete","8","1564904","","","0.250276","15564"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1201.0103189917281","30098","","0","21750","0","","","0","results_prod_shelf_new","2250","0","47612060","","13650","2.35849","","","13097","15750","13647","S(14)","45150","36900","","minimize","","1197.070713","","","","","","154224","complete","10","3555304","","","0.61824","35349"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","UNKNOWN","1202.5686317458749","68144","","0","49000","0","","","0","results_prod_shelf_new","5000","0","15511732","","30200","5.17441","","","8153","35000","30197","","102200","83200","","minimize","","1193.757564","","","","","","499071","complete","0","601292","","","1.390897","79145"
"Huub_user_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","UNKNOWN","1202.5179754048586","68144","","0","49000","0","","","0","results_prod_shelf_new","5000","0","85347147","","30200","5.36966","","","16460","35000","30197","","102200","83200","","minimize","","1193.371341","","","","","","461786","complete","0","2731968","","","1.398823","79145"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","2.3746892008930445","3250","","0","2350","0","","","0","results_prod_shelf_new","250","0","726980","","1550","0.313215","","","3383","1750","1547","S(4)","4830","3980","","minimize","","1.79732","","","","","","3195","complete","5","58313","","","0.062988","3901"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","UNKNOWN","1200.791325150989","24265","","0","4250","","","21550","","results_prod_shelf_new","250","0","2080513642","","1550","1.54298","","","573","","","","1750","20000","","minimize","","1198.46","2539130","","18000","","","1269290","","0","","","0","0.207246","20772"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","UNKNOWN","1202.4207143876702","67593","","0","48750","0","","","0","results_prod_shelf_new","5000","0","87845872","","30200","5.48378","","","25099","35000","30197","","101500","82750","","minimize","","1193.292585","","","","","","447660","complete","0","1385063","","","1.390576","78844"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","UNKNOWN","1201.3842849843204","30098","","0","21750","0","","","0","results_prod_shelf_new","2250","0","187515967","","13650","2.4111","","","6517","15750","13647","","45150","36900","","minimize","","1197.015777","","","","","","33650","complete","0","2835500","","","0.611713","35349"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","369.1071054590866","11958","","0","9000","0","","","0","results_prod_shelf_new","1000","0","26593615","","6100","1.13569","","","26394","7000","6097","S(6)","18200","15200","","minimize","","366.818433","","","","","","30250","complete","6","2720803","","","0.310776","14959"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","22.073954892344773","13726","","0","9800","0","","","0","results_prod_shelf_new","1000","0","3928017","","6100","1.06856","","","3517","7000","6097","S(13)","20440","16640","","minimize","","20.182158","","","","","","14903","complete","4","137934","","","0.243225","15927"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","2.4173718309029937","3250","","0","2350","0","","","0","results_prod_shelf_new","250","0","645409","","1550","0.33089","","","3383","1750","1547","S(4)","4830","3980","","minimize","","1.661939","","","","","","2712","complete","5","56577","","","0.062163","3901"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1201.1744458386675","28443","","0","21000","0","","","0","results_prod_shelf_new","2250","0","52010104","","13650","2.26797","","","25584","15750","13647","S(10)","43050","35550","","minimize","","1197.039099","","","","","","227261","complete","4","2639803","","","0.749311","34444"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","69.52623727824539","305739","","8","34300","","0.42","326540","","results_prod_shelf_new","1000","0","192092258","0.0","6099","13.4806","1616895681","300835","3144","","","13","160720","160760","49.976","minimize","0.0","50.052","333312","8621","","","320439","8621","","8","","6099","","2.588","161898"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","96.60485764406621","13284","","0","9600","0","","","0","results_prod_shelf_new","1000","0","25452763","","6100","1.06645","","","2687","7000","6097","S(20)","19880","16280","","minimize","","94.838892","","","","","","167093","complete","1","508742","","","0.225408","15685"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","125.80068388953805","305196","","13","34000","","0.63","368180","","results_prod_shelf_new","1000","0","430731918","0.0","6099","13.4862","1324472706","884035","5137","","","8","160300","160400","106.033","minimize","0.0","106.117","986800","40989","","","362079","40989","","13","","6099","","2.599","161595"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","SATISFIED","1200.4961542459205","13063","","0","9500","0","","","0","results_prod_shelf_new","1000","0","137445110","","6100","1.05028","","","14203","7000","6097","S(16)","19600","16100","","minimize","","1198.692764","","","","","","64598","complete","5","9633952","","","0.268421","15564"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","3.4799455674365163","38778","","5","5350","","0.12","46310","","results_prod_shelf_new","250","0","6169765","0.0","1549","1.61652","169350451","21563","888","","","6","21290","21320","0.908","minimize","0.0","1.051","27289","1444","","","44759","1444","","5","","1549","","0.318","21647"
"Huub_user_s+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","UNKNOWN","1201.969300268218","67593","","0","48750","0","","","0","results_prod_shelf_new","5000","0","72092078","","30200","5.40349","","","25377","35000","30197","","101500","82750","","minimize","","1193.302299","","","","","","195317","complete","0","3359331","","","1.380967","78844"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","1.3753467230126262","2917","","0","2200","0","","","0","results_prod_shelf_new","250","0","264473","","1550","0.298984","","","3721","1750","1547","S(10)","4410","3710","","minimize","","0.807245","","","","","","1700","complete","1","19088","","","0.057494","3718"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","1.6828095139935613","2917","","0","2200","0","","","0","results_prod_shelf_new","250","0","325955","","1550","0.277913","","","3741","1750","1547","S(10)","4410","3710","","minimize","","1.155563","","","","","","1982","complete","1","28552","","","0.056242","3718"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","ERROR","104.33014311362058","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","94500","","","","","results_prod_shelf_new","2250","0","","","13650","42.8988","","","","","","","15750","517500","","minimize","","","","","499500","","","","","0","","","","","524254"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","ERROR","109.44149538781494","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","94500","","","","","results_prod_shelf_new","2250","0","","","13650","42.8208","","","","","","","15750","517500","","minimize","","","","","499500","","","","","0","","","","","524283"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","5.467199231497943","","","","5200","","","","","results_prod_shelf_new","250","0","3102782","","1550","1.56891","","","","","","10","3080","21140","","minimize","","3.05465","","","18000","10","20649","2884","","1","","","","","21518"
