"configuration","problem","model","data_file","status","time","paths","restarts","unifiedVariables","evaluatedHalfReifiedConstraints","propagators","peakDepth","run","flatBoolConstraints","flatBoolVars","flatIntConstraints","initTime","objective","flatTime","intVariables","flatIntVars","method","extractedViews","propagations","solveTime","nSolutions","failures","blockType","oracleDecisions","userDecisions"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5778600499033928","0","7","0","","33","136","results_filter","","","37","0.006709","16","0.239825","45","49","minimize","4","15083","0.04142","4","539","complete","517","1774"
"Huub_free_basic","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.7039772868156433","0","0","0","","49","57","results_filter","","","57","0.0059","18","0.197586","35","77","minimize","8","3055","0.02437","3","113","complete","0","903"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.8808267815038562","0","1","0","","25","126","results_filter","","","26","0.005606","10","0.166556","32","48","minimize","1","4666","0.022707","4","228","complete","216","1016"
"Huub_user_decomp","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","1.0634306278079748","0","0","0","1344","1391","1663","results_filter","336","1344","1399","0.020796","18","0.317466","35","77","minimize","8","47060","0.017201","3","55","complete","4796","493"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","1.0492254849523306","0","0","0","","33","52","results_filter","","","37","0.0072","15","0.174824","45","61","minimize","4","82333","0.202774","2","5399","complete","0","24144"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.5471635404974222","0","0","0","","25","32","results_filter","","","26","0.00553","15","0.17325","32","33","minimize","1","5791","0.022024","3","621","complete","0","739"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","25.639339054003358","0","7079","0","","67","195","results_filter","","","75","0.007961","11","0.205403","97","105","minimize","8","4372926","24.428769","5","345904","complete","312124","645930"
"Huub_free_basic","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.5500691803172231","0","1","0","","33","147","results_filter","","","37","0.006869","16","0.23973","45","49","minimize","4","6803","0.026031","4","191","complete","406","542"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","4.205655531026423","0","0","0","","35","46","results_filter","","","36","0.0061","18","0.16765","51","52","minimize","1","940149","3.80179","7","67794","complete","0","267235"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","4.364973792806268","0","0","0","","35","46","results_filter","","","36","0.006141","18","0.169144","51","52","minimize","1","904168","3.952716","5","66081","complete","0","257161"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.7353006331250072","0","9","0","","33","55","results_filter","","","37","0.005881","15","0.430514","45","61","minimize","4","11833","0.040024","2","862","complete","363","2884"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","45.18362771347165","0","0","0","","67","55","results_filter","","","75","0.008104","32","0.35792","49","73","minimize","8","2291620","42.17333","1","337027","complete","0","341529"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","45.08393838722259","0","0","0","","67","60","results_filter","","","75","0.007114","32","0.202609","65","73","minimize","8","2260729","44.346934","1","334746","complete","0","338625"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","94.82469808869064","0","27955","0","","67","123","results_filter","","","75","0.007581","32","0.182486","65","73","minimize","8","15344144","94.246985","1","730500","complete","607633","865695"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4417746579274535","0","0","0","80","89","111","results_filter","20","80","92","0.006151","6","0.173299","18","26","minimize","3","728","0.00377","1","13","complete","91","43"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.1745743360370398","0","517","0","","49","36","results_filter","","","57","0.006027","28","0.170148","35","43","minimize","8","151587","0.448379","1","7517","complete","7055","8066"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5919323395937681","0","0","0","","49","57","results_filter","","","57","0.005863","18","0.194612","35","77","minimize","8","3261","0.026194","3","123","complete","0","954"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","20.878018068149686","0","0","0","","35","43","results_filter","","","36","0.005662","19","0.166503","34","52","minimize","1","6721052","20.48296","11","240105","complete","0","1477291"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.7194025302305818","0","0","0","","49","67","results_filter","","","57","0.007366","17","0.171991","69","77","minimize","8","772","0.011069","2","19","complete","0","180"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.5350427515805","0","0","0","","67","83","results_filter","","","75","0.007247","11","0.214728","97","105","minimize","8","91108579","1199.77741","3","8643669","complete","0","29620811"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.9342370172962546","0","5","0","","33","52","results_filter","","","37","0.007236","15","0.178617","45","61","minimize","4","11959","0.043446","2","859","complete","277","3211"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.6237739017233253","0","0","0","","11","20","results_filter","","","14","0.004589","4","0.161814","18","26","minimize","3","95","0.00352","1","7","complete","0","32"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","58.899462757632136","0","0","0","","35","34","results_filter","","","36","0.00575","35","0.184067","34","35","minimize","1","1567429","58.3843","6","237797","complete","0","238341"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.283838489093","0","117205","0","","67","89","results_filter","","","75","0.008297","34","0.17047","49","57","minimize","8","66399001","1199.832634","1","3632051","complete","2893462","3342749"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.7834780924022198","0","0","0","","33","37","results_filter","","","37","0.007243","18","0.168912","29","49","minimize","4","197210","0.36755","4","9982","complete","0","32278"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","110.25162214972079","0","14058","0","","35","72","results_filter","","","36","0.006351","35","0.172231","34","35","minimize","1","4985046","109.788496","6","439316","complete","287024","305884"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.8202511724084616","0","0","0","","33","37","results_filter","","","37","0.006007","18","0.16777","29","49","minimize","4","205355","0.405241","4","10028","complete","0","33582"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.7828997550532222","0","0","0","80","89","111","results_filter","20","80","92","0.007329","4","0.179278","18","26","minimize","3","607","0.004116","1","7","complete","91","32"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","46.15084661450237","0","0","0","","67","60","results_filter","","","75","0.007464","32","0.234668","65","73","minimize","8","2260729","45.174223","1","334746","complete","0","338625"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.7054975451901555","0","0","0","","25","39","results_filter","","","26","0.005584","10","0.191184","32","48","minimize","1","5746","0.032526","3","486","complete","0","2299"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.8857217831537127","0","15","0","","33","68","results_filter","","","37","0.005883","15","0.170404","45","61","minimize","4","12179","0.042028","2","840","complete","436","2759"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.7146079353988171","0","0","0","754","787","130","results_filter","241","754","788","0.013752","19","0.205167","34","52","minimize","1","1114072","0.260871","12","5794","complete","1041","16831"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.5193597804754972","0","40","0","","25","27","results_filter","","","26","0.006294","15","0.210305","24","33","minimize","1","8275","0.023513","3","746","complete","266","809"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.5376131944358349","0","0","0","","49","40","results_filter","","","57","0.006192","28","0.176212","35","51","minimize","8","22782","0.110348","1","2760","complete","0","2954"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.8228892525658011","0","145","0","","33","113","results_filter","","","37","0.006914","18","0.175445","29","49","minimize","4","84361","0.223513","3","4725","complete","3982","7275"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","4.607513218186796","0","0","0","","35","46","results_filter","","","36","0.006426","18","0.172509","51","52","minimize","1","880336","3.903972","8","63263","complete","0","250746"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","1.0473004942759871","0","0","0","","49","57","results_filter","","","57","0.005923","18","0.205775","35","77","minimize","8","3055","0.025893","3","113","complete","0","903"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","100.10283237695694","0","28523","0","","67","110","results_filter","","","75","0.008095","32","0.357082","49","73","minimize","8","15210530","97.269918","1","668140","complete","514911","902204"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.7964182775467634","0","0","0","","25","39","results_filter","","","26","0.007524","11","0.17422","24","48","minimize","1","6778","0.034717","4","389","complete","0","2436"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.297943122685","0","121343","0","","67","104","results_filter","","","75","0.007506","34","0.178255","49","57","minimize","8","69610213","1199.835814","1","3598698","complete","2597101","3654367"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.6040853522718","0","0","0","","67","49","results_filter","","","75","0.007491","34","0.174539","49","57","minimize","8","46528751","1199.876879","1","4417507","complete","0","4511001"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.891962168738246","0","0","0","","25","39","results_filter","","","26","0.005618","10","0.167221","32","48","minimize","1","6013","0.03298","3","529","complete","0","2371"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.7465482763946056","0","0","0","","25","32","results_filter","","","26","0.006049","15","0.173981","32","33","minimize","1","6034","0.020182","3","621","complete","0","739"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.9228073842823505","0","0","0","","11","20","results_filter","","","14","0.004775","4","0.231247","18","26","minimize","3","96","0.003432","1","7","complete","0","32"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.640201386064291","0","0","0","","49","54","results_filter","","","57","0.006303","21","0.19773","35","69","minimize","8","856","0.009635","2","5","complete","0","110"
"Huub_free_basic","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5678844526410103","0","43","0","","33","49","results_filter","","","37","0.006695","11","0.230273","45","61","minimize","4","9709","0.050368","3","1842","complete","529","2686"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.5598571728914976","0","900","0","","33","75","results_filter","","","37","0.005529","34","0.194428","29","33","minimize","4","267857","0.988021","1","23339","complete","14356","16968"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","49.72895302530378","0","15561","0","","67","195","results_filter","","","75","0.007861","11","0.205488","97","105","minimize","8","8215846","48.512932","5","575879","complete","481631","1460488"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","44.16371448803693","0","0","0","","67","60","results_filter","","","75","0.007095","32","0.202563","65","73","minimize","8","2259406","43.425923","1","333057","complete","0","337150"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.7054092204198241","0","0","0","","25","39","results_filter","","","26","0.005616","10","0.191338","32","48","minimize","1","5874","0.032663","3","529","complete","0","2371"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.4381237309426069","0","0","0","","25","32","results_filter","","","26","0.005516","15","0.172662","32","33","minimize","1","5791","0.022248","3","621","complete","0","739"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","45.13653937075287","0","0","0","","67","55","results_filter","","","75","0.008128","32","0.358347","49","73","minimize","8","2266676","42.126595","1","332378","complete","0","337078"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","85.69492581114173","0","30615","0","","67","108","results_filter","","","75","0.007075","32","0.18768","65","73","minimize","8","14209353","85.060802","1","600807","complete","467732","839271"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5423055095598102","0","37","0","","33","47","results_filter","","","37","0.005951","11","0.183292","45","61","minimize","4","8092","0.047909","3","1553","complete","387","2400"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.9228873811662197","0","0","0","","11","20","results_filter","","","14","0.004758","4","0.230896","18","26","minimize","3","95","0.003449","1","7","complete","0","32"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5799255724996328","0","0","0","","49","57","results_filter","","","57","0.005844","18","0.196229","35","77","minimize","8","3055","0.025794","3","113","complete","0","903"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","50.37621310260147","0","19017","0","","67","197","results_filter","","","75","0.007912","11","0.204733","97","105","minimize","8","8041834","49.139563","3","612371","complete","544333","1326151"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.41227603424340487","0","0","0","","49","67","results_filter","","","57","0.005919","17","0.167885","69","77","minimize","8","772","0.01115","2","19","complete","0","180"
"Huub_user_basic","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5740045430138707","0","0","0","","33","47","results_filter","","","37","0.006476","11","0.164397","45","61","minimize","4","21818","0.125296","2","6036","complete","0","9297"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","1.2528428873047233","0","0","0","754","787","175","results_filter","241","754","788","0.015516","18","0.226363","51","52","minimize","1","1353296","0.396175","8","8086","complete","1037","26912"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.6134907118976116","0","32","0","","25","24","results_filter","","","26","0.005501","18","0.197477","24","25","minimize","1","21452","0.049452","1","2210","complete","239","2159"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.7494651963934302","0","0","0","","33","29","results_filter","","","37","0.005447","34","0.19616","29","33","minimize","4","59851","0.186127","1","6371","complete","0","6841"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.8647913709282875","0","0","0","","11","20","results_filter","","","14","0.004729","4","0.231333","18","26","minimize","3","95","0.003474","1","7","complete","0","32"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","48.29428737424314","0","0","0","1456","1521","1585","results_filter","608","1456","1529","0.026745","32","0.257645","49","73","minimize","8","49052721","47.444617","1","328893","complete","1530","333227"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","18.849292121827602","0","5857","0","","67","237","results_filter","","","75","0.007764","10","0.174038","97","105","minimize","8","2987668","18.24211","4","250792","complete","215113","444384"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.316429543309","0","0","0","","67","49","results_filter","","","75","0.0077","34","0.186647","49","57","minimize","8","50039636","1199.821893","1","4617179","complete","0","4708867"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.0677818302065134","0","669","0","","49","35","results_filter","","","57","0.006046","28","0.392082","35","43","minimize","8","173863","0.442425","1","8524","complete","8479","9372"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","21.127123932354152","0","0","0","482","515","516","results_filter","241","482","516","0.012635","35","0.212704","34","35","minimize","1","18741349","20.644473","6","207915","complete","2892","208358"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","58.50728096626699","0","20285","0","","67","183","results_filter","","","75","0.008295","16","0.178977","65","105","minimize","8","10628635","58.036349","3","755090","complete","509844","1112231"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_2_2.dzn","SATISFIED","1200.3824786338955","0","0","0","","67","74","results_filter","","","75","0.007542","18","0.157786","49","105","minimize","8","60132150","1199.840725","5","8145569","complete","0","9974983"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.3793321624398","0","0","0","","67","83","results_filter","","","75","0.007422","11","0.168836","97","105","minimize","8","100186312","1199.822678","3","8858592","complete","0","30633756"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.4864550391212106","0","40","0","","25","27","results_filter","","","26","0.006671","15","0.16753","24","33","minimize","1","8272","0.023997","3","746","complete","266","809"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.47983821388334036","0","1","0","","25","129","results_filter","","","26","0.00556","10","0.1624","32","48","minimize","1","4666","0.023032","4","228","complete","224","1016"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.7958184769377112","0","0","0","","25","39","results_filter","","","26","0.005517","10","0.34762","32","48","minimize","1","5874","0.032478","3","529","complete","0","2371"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4459367226809263","0","0","0","","25","39","results_filter","","","26","0.005682","11","0.169542","24","48","minimize","1","6778","0.032563","4","389","complete","0","2436"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.8634173013269901","0","40","0","","25","41","results_filter","","","26","0.005993","15","0.176648","32","33","minimize","1","8309","0.023096","3","746","complete","282","824"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.4677785253152251","0","0","0","","49","67","results_filter","","","57","0.007426","17","0.169256","69","77","minimize","8","806","0.012583","2","19","complete","0","180"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5888274405151606","0","0","0","","49","57","results_filter","","","57","0.005957","18","0.196286","35","77","minimize","8","3168","0.026076","3","123","complete","0","954"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","429.3542211866006","0","121483","0","","67","141","results_filter","","","75","0.007427","18","0.186414","49","105","minimize","8","38328745","428.760829","4","2597664","complete","2102132","3297878"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.129217422567308","0","669","0","","49","35","results_filter","","","57","0.006519","28","0.169802","35","43","minimize","8","173863","0.435861","1","8524","complete","8479","9372"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.612548591569066","0","61","0","","49","40","results_filter","","","57","0.007337","28","0.174107","35","51","minimize","8","52345","0.169417","1","3848","complete","2230","3029"
